river,country,province
Jubba,SO,Somalia
Jubba,ETH,Oromia
Jubba,ETH,Somali
Shabelle,SO,Somalia
Shabelle,ETH,Oromia
Shabelle,ETH,Somali
Sanaga,CAM,Centre
Sanaga,CAM,Est
Sanaga,CAM,Littoral
Ntem,CAM,Sud
Ntem,GQ,Continental
Ntem,G,Gabon
Komo,GQ,Continental
Komo,G,Gabon
Ogooué,G,Gabon
Ogooué,RCB,Lékoumou
Congo,RCB,Kouilou
Congo,RCB,Niari
Congo,RCB,Bouenza
Congo,RCB,Pool
Congo,RCB,Plateaux
Congo,RCB,Cuvette
Congo,RCB,Likouala
Congo,RCB,Brazzaville
Congo,CGO,Kinshasa
Congo,CGO,Kongo Central
Congo,CGO,Mai-Ndombe
Congo,CGO,Tshopo
Congo,CGO,Mongala
Congo,CGO,Équateur
Sanga,RCA,Central African Republic
Sanga,CAM,Est
Sanga,RCB,Cuvette
Sanga,RCB,Sangha
Sanga,RCB,Likouala
Kadei,RCA,Central African Republic
Kadei,CAM,Est
Mambere,RCA,Central African Republic
Ubangi,RCA,Central African Republic
Ubangi,RCB,Likouala
Ubangi,CGO,Nord-Ubangi
Ubangi,CGO,Sud-Ubangi
Ubangi,CGO,Équateur
Mbomou,RCA,Central African Republic
Mbomou,CGO,Haut-Uele
Mbomou,CGO,Bas-Uele
Uelle,CGO,Ituri
Uelle,CGO,Haut-Uele
Uelle,CGO,Bas-Uele
Uelle,CGO,Nord-Ubangi
Fimi,CGO,Mai-Ndombe
Lukenie,CGO,Mai-Ndombe
Lukenie,CGO,Kasai
Lukenie,CGO,Sankuru
Kasai,CGO,Kwilu
Kasai,CGO,Mai-Ndombe
Kasai,CGO,Kasai
Kasai,CGO,Kasai-Central
Kasai,CGO,Lualaba
Kasai,ANG,Lunda-Norte
Kasai,ANG,Lunda-Sul
Kasai,ANG,Moxico
Cuango,CGO,Kinshasa
Cuango,CGO,Kwango
Cuango,CGO,Kwilu
Cuango,CGO,Mai-Ndombe
Cuango,ANG,Uíge
Cuango,ANG,Malanje
Cuango,ANG,Lunda-Norte
Cuango,ANG,Lunda-Sul
Cuilo,CGO,Kwango
Cuilo,CGO,Kwilu
Cuilo,ANG,Lunda-Sul
Cuilo,ANG,Cunene
Lulua,CGO,Kasai
Lulua,CGO,Kasai-Central
Lulua,CGO,Lualaba
Tshuapa,CGO,Sankuru
Tshuapa,CGO,Équateur
Tshuapa,CGO,Tshuapa
Lomami,CGO,Lomami
Lomami,CGO,Sankuru
Lomami,CGO,Maniema
Lomami,CGO,Tshopo
Lomami,CGO,Haut-Lomami
Aruwimi,CGO,Ituri
Aruwimi,CGO,Haut-Uele
Aruwimi,CGO,Tshopo
Lualaba,CGO,Maniema
Lualaba,CGO,Tshopo
Lualaba,CGO,Tanganyika
Lualaba,CGO,Haut-Lomami
Lualaba,CGO,Lualaba
Lukuga,CGO,Tanganyika
Ruzizi,CGO,Sud-Kivu
Ruzizi,BI,Burundi
Ruzizi,RWA,Rwanda
Malagarasi,EAT,Kigoma
Malagarasi,EAT,Katavi
Luvua,CGO,Haut-Katanga
Luapula,CGO,Haut-Katanga
Luapula,Z,Luapula
Chambeshi,Z,Luapula
Chambeshi,Z,Northern
Chambeshi,Z,Muchinga
Rufiji,EAT,Morogoro
Rufiji,EAT,Pwani
Rufiji,EAT,Lindi
Rufiji,EAT,Njombe
Zambezi,ANG,Moxico
Zambezi,NAM,Namibia
Zambezi,RB,Botswana
Zambezi,MOC,Manica
Zambezi,MOC,Sofala
Zambezi,MOC,Tete
Zambezi,MOC,Zambézia
Zambezi,ZW,Zimbabwe
Zambezi,Z,Central
Zambezi,Z,Lusaka
Zambezi,Z,North-Western
Zambezi,Z,Southern
Zambezi,Z,Western
Cuando,ANG,Moxico
Cuando,ANG,Cuando Cubango
Cuando,NAM,Namibia
Cuando,RB,Botswana
Kafue,Z,Central
Kafue,Z,Copperbelt
Kafue,Z,Lusaka
Kafue,Z,North-Western
Kafue,Z,Southern
Luangwa,MOC,Tete
Luangwa,Z,Central
Luangwa,Z,Eastern
Luangwa,Z,Lusaka
Luangwa,Z,Muchinga
Shire,MOC,Tete
Shire,MOC,Zambézia
Shire,MW,Malawi
Cuanza,ANG,Luanda
Cuanza,ANG,Cuanza Norte
Cuanza,ANG,Cuanza Sul
Cuanza,ANG,Malanje
Cuanza,ANG,Bié
Cuanza,ANG,Bengo
Cunene,ANG,Huambo
Cunene,ANG,Namibe
Cunene,ANG,Huíla
Cunene,ANG,Cunene
Cunene,NAM,Namibia
Okavango,ANG,Bié
Okavango,ANG,Cuando Cubango
Okavango,NAM,Namibia
Okavango,RB,Botswana
Cuito,ANG,Moxico
Cuito,ANG,Cuando Cubango
Limpopo,RB,Botswana
Limpopo,RSA,Gauteng
Limpopo,RSA,Limpopo
Limpopo,MOC,Gaza
Limpopo,ZW,Zimbabwe
Oranje,NAM,Namibia
Oranje,RSA,Free State
Oranje,RSA,Northern Cape
Oranje,LS,Lesotho
Vaal,RSA,Free State
Vaal,RSA,Mpumalanga
Vaal,RSA,Northern Cape
Vaal,RSA,North West
Mangoky,RM,Madagascar
Murchison River,AUS,Western Australia
Roper River,AUS,Northern Territory
Georgina River,AUS,Northern Territory
Georgina River,AUS,Queensland
Georgina River,AUS,South Australia
Murray River,AUS,New South Wales
Murray River,AUS,South Australia
Murray River,AUS,Victoria
Darling River,AUS,New South Wales
Barwon River,AUS,New South Wales
Barwon River,AUS,Queensland
Macintyre River,AUS,New South Wales
Macintyre River,AUS,Queensland
Weir River,AUS,Queensland
Culgoa River,AUS,New South Wales
Culgoa River,AUS,Queensland
Murrumbidgee River,AUS,New South Wales
Murrumbidgee River,AUS,Australia Capital Territory
Lachlan River,AUS,New South Wales
Molonglo River,AUS,New South Wales
Molonglo River,AUS,Australia Capital Territory
Eucumbene River,AUS,New South Wales
Snowy River,AUS,New South Wales
Snowy River,AUS,Victoria
Waikato River,NZ,New Zealand
Whangaehu River,NZ,New Zealand
Clutha River,NZ,New Zealand
